layer,unit,val correlation,weight0,concept0,weight1,concept1,weight2,concept2,weight3,concept3,bias,sim correlation
layer4,1677,0.2568831667260917,2.9704099,shoes,2.832165,kit,1.757998,parachute,1.2414486,passing,0.3822996616363525,0.27787527441978455
layer4,1678,0.4766308724226029,2.3865657,Giant Schnauzer,2.0685077,sporting dog,1.7117726,retriever,1.3621536,pup,0.5026129484176636,0.48614370822906494
layer4,1679,0.4099360331281246,4.032951,remote control,3.2946935,alligator,2.1034236,Komodo dragon,1.703504,wolfhound,0.3652028143405914,0.38036254048347473
layer4,1680,0.3087311875466944,2.437192,Labrador Retriever,2.3461065,bovid,1.5749134,sled dog,1.5281645,Norwegian Elkhound,0.3606035113334656,0.2858014404773712
layer4,1681,0.4025840124185787,5.9396653,sea,3.722466,hill,3.2729552,gale,3.0908291,countryside,0.6553957462310791,0.34864673018455505
layer4,1682,0.2989415584937966,3.6032367,honey,3.4950504,corn cob,3.12059,honeycombed,2.7880065,wicker,0.4518136978149414,0.31146904826164246
layer4,1683,0.3816753725376403,3.0243523,axolotl,2.8369958,banded gecko,1.8278126,aquarium,1.4484122,finch,0.3561922609806061,0.37803879380226135
layer4,1684,0.4031126420606323,3.8647728,surround,2.9310374,passing,2.8909578,desktop,2.0642092,stereo,0.4208232164382934,0.4244416654109955
layer4,1685,0.4099626752581639,3.3081071,van,2.3540366,goldfish,1.9357014,ambulance,1.3730319,terrier,0.3608526289463043,0.36612603068351746
layer4,1686,0.271606136033758,6.383665,mobile phone,3.5466971,meter,3.4842343,digital watch,1.8982481,omnivore,0.4003947675228119,0.2921783924102783
layer4,1687,0.4093287393381548,3.6591685,piggy bank,3.1955152,shark,2.961409,tub,1.677455,aquatic mammal,0.3513004183769226,0.41774430871009827
layer4,1688,0.2282943949111556,3.370594,shopfront,2.1696498,space shuttle,1.9099462,airship,1.7512132,tent,0.3524380028247833,0.24817216396331787
layer4,1689,0.2964620767945226,3.9120271,post,3.6968994,cleaning implement,2.8352473,drain,1.4769106,percoid fish,0.4591621458530426,0.3086164593696594
layer4,1690,0.3744767476520338,1.6989527,starches,0.58660287,canine,0.36953208,aquatic bird,0.16069785,pup,0.2342700064182281,0.34845396876335144
layer4,1691,0.3233132613080867,2.7390935,birdhouse,2.4191725,ocarina,2.3825057,rotary dial telephone,1.7314975,sulphur butterfly,0.411199688911438,0.2917824983596802
layer4,1692,0.5377245408857759,3.3213043,bird of prey,3.1153789,bird,2.8057532,hourglass,1.6706403,ptarmigan,0.4012148380279541,0.5265378355979919
layer4,1693,0.2749536313372978,4.3462796,mesenchyme,3.112628,throne,2.5865312,prayer rug,2.326994,manhole cover,0.3810825645923614,0.2865332365036011
layer4,1694,0.267454779371319,3.200282,saloon,2.528925,uniform,2.5193725,graffiti,1.8973607,holster,0.3489997386932373,0.27424922585487366
layer4,1695,0.273424267981825,3.876928,apiary,3.6776524,flock,3.2932057,collection,1.837229,steel drum,0.5219482183456421,0.25268030166625977
layer4,1696,0.4487362001660221,2.7628915,technician,2.6980526,soft-finned fish,2.6402433,cook,2.1727357,eating,0.3287994265556335,0.39157089591026306
layer4,1697,0.4303464947051095,3.1642344,ski,2.9910016,husky,2.2318583,snowfield,2.142714,snow,0.3313587307929992,0.49345651268959045
layer4,1698,0.4634192377770609,6.2619104,sombrero,2.1909423,colubrid snake,1.0140408,elapid,0.8364039,snake,0.5783369541168213,0.5158317685127258
layer4,1699,0.3932044203835947,3.6842031,angiosperm,2.9307764,pinwheel,2.7624953,flower,2.230739,rickshaw,0.3542782664299011,0.3747754395008087
layer4,1700,0.383404892423547,5.9940724,jigsaw puzzle,5.651719,grasp,3.8905299,hand tool,1.0923996,puzzle,0.4310462772846222,0.359732061624527
layer4,1701,0.4642285018707228,10.562747,temple,8.228068,palace,4.9849524,statue,4.3039737,triumphal arch,0.5424376726150513,0.5216827988624573
layer4,1702,0.5459818476105026,4.207573,Yorkshire Terrier,3.9770315,toy spaniel,3.5802066,Border Collie,1.7326719,amphibian,0.3422868549823761,0.5431342124938965
layer4,1703,0.3191823398277146,4.0605407,pug,2.5029585,Gila monster,1.7770438,boa constrictor,1.5476936,boa,0.4831950962543487,0.3617957830429077
layer4,1704,0.4211366163027291,5.7180266,house,4.3551745,shopfront,3.6874976,church,3.0055408,shed,0.4187251329421997,0.3770439624786377
layer4,1705,0.3901532849501168,4.153566,wool,2.2986166,barn,1.988645,snow,1.8773665,fur,0.3320554792881012,0.3688678443431854
layer4,1706,0.4914557889272659,4.906113,Weimaraner,4.6461945,Siamese cat,2.7148669,bovid,2.299491,mammal,0.4137607514858246,0.4044855833053589
layer4,1707,0.3064240452434516,2.7413871,shoes,2.6814523,hockey,2.2464025,parachute,1.8243386,passing,0.3595741689205169,0.35978224873542786
layer4,1708,0.3712361226069262,3.012071,plow,2.915245,tractor,2.7235796,typewriter,2.2643983,farm machine,0.4982070624828338,0.3687123656272888
layer4,1709,0.4230991253297327,3.778836,Rottweiler,2.4503472,St. Bernard,1.7691696,Briard,1.5323393,Airedale Terrier,0.3175292015075683,0.44426918029785156
layer4,1710,0.4334284885980858,3.5733094,graduation,2.9197395,Basset Hound,2.4473248,rock beauty fish,2.3300958,king penguin,0.3162789344787597,0.40737009048461914
layer4,1711,0.2739499780892987,4.7406754,bun,3.6977131,bonnet,3.370222,helmet,2.016932,dome,0.5132931470870972,0.2720971703529358
layer4,1712,0.2732763582278268,3.815709,rotary dial telephone,1.8708488,Tibetan Mastiff,1.0002047,fire salamander,0.970084,spotted salamander,0.4891342520713806,0.28150463104248047
layer4,1713,0.2640411297215371,3.3661978,dessert,3.0391676,iron,1.4131991,frog,0.8600415,clothes iron,0.341701865196228,0.24642014503479004
layer4,1714,0.270332766460502,4.7054267,soccer ball,3.69971,box,2.9612079,coffee maker,1.653641,armor,0.4232798814773559,0.34492844343185425
layer4,1715,0.3231518175494383,3.859141,lake,2.8163145,brass memorial plaque,1.1497059,aquatic bird,0.7958569,wading bird,0.4671304225921631,0.31394779682159424
layer4,1716,0.3184079977760077,2.7933903,coraciiform bird,2.1556144,Newfoundland dog,1.7777169,coucal,1.4176434,Briard,0.3460161685943603,0.37039715051651
layer4,1717,0.4650522398896265,4.409122,aircraft,2.516502,fowl,2.3623636,iguanid,1.219998,lizard,0.4030613005161285,0.46757787466049194
layer4,1718,0.3564308459080442,4.8514276,cruciferous vegetable,3.2961519,bottle cap,3.0540738,gland,1.0846549,cauliflower,0.4591535031795501,0.3708902895450592
layer4,1719,0.3795169146064402,3.175719,tarantula,1.6848316,setter,1.3151182,borzoi,0.72341603,primate,0.3071819245815277,0.41941744089126587
layer4,1720,0.4264055842759746,2.9807904,volcano,2.8257537,turtle,1.6975706,mud turtle,0.004786093,terrapin,0.3489479422569275,0.42447587847709656
layer4,1721,0.4322112192004999,2.6297266,spitz,2.5988226,wolf,2.31897,fox,2.1746757,Basenji,0.3821794688701629,0.43351221084594727
layer4,1722,0.2547752496677421,4.0604124,makeup,2.3876722,shoes,2.183447,corgi,1.6836327,Basenji,0.4131484031677246,0.2689104378223419
layer4,1723,0.3123126954555347,3.9092271,chest of drawers,2.6440153,aircraft,2.5015469,storage chest,1.4195762,dictyopterous insect,0.3908356428146362,0.3118756115436554
layer4,1724,0.2593195821841145,1.8311611,cartilaginous fish,1.2843536,Saluki,0.9130472,Flat-Coated Retriever,0.7101695,canine,0.4282321035861969,0.2200889140367508
layer4,1725,0.3544199074143988,3.751691,porcelain,3.688307,furnishing,3.6529565,toilet,2.9692483,bath,0.4830411672592163,0.3621078431606293
layer4,1726,0.3365781311057056,2.646605,pretzel,2.4952912,cucumber,2.4165237,Basset Hound,2.398117,gymnast,0.3922244310379028,0.2905702590942383
layer4,1727,0.5103907848530349,3.0432007,"cathedral, indoor",2.8490942,antechamber,2.0431025,organ,1.4738606,altar,0.3903205990791321,0.4684867858886719
layer4,1728,0.2618235267314259,2.3518174,bell pepper,2.329053,holster,1.5732268,limpkin,1.517431,Schipperke,0.3748632371425628,0.2881415784358978
layer4,1729,0.3666217589848636,4.2315726,wood,2.5159082,totem pole,2.3404663,barn,1.8452482,birdhouse,0.4480058848857879,0.3233429491519928
layer4,1730,0.5031239519132793,5.293147,tvmonitor,3.789838,car mirror,1.678017,crt screen,1.3062161,hound,0.5602414608001709,0.44410717487335205
layer4,1731,0.2950309460753367,6.3259263,armpit,2.8226225,graduation,2.049812,abaya,0.9015458,shower(scene),0.2920281291007995,0.24148933589458466
layer4,1732,0.3190125568840216,5.98114,racer,4.811043,equipment,3.9703493,rescue,2.463904,oystercatcher,0.5198436975479126,0.38142266869544983
layer4,1733,0.3820287624079135,3.1943364,fig,2.266663,lorikeet,2.2089357,gastropod,2.1461303,artichoke,0.3678376376628876,0.38155385851860046
layer4,1734,0.4719577605968392,4.9209876,bowed stringed instrument,4.4094214,guitar,4.008409,acoustic guitar,2.0479023,ruddy turnstone,0.4312690198421478,0.4701538681983948
layer4,1735,0.288113458878939,6.0148377,grid,3.380967,walk,2.7722173,tile roof,2.0666273,dishcloth,0.4770278036594391,0.2789047956466675
layer4,1736,0.3859486030124457,2.7334738,Christmas stocking,2.0251617,birdhouse,1.9770374,armor,1.797638,armour,0.3523729145526886,0.38040271401405334
layer4,1737,0.4502525038533033,2.4311674,entrance,2.0765924,house,1.9997218,scenery,1.8610002,park,0.2328824549913406,0.46665772795677185
layer4,1738,0.2791227135480039,3.9573646,container ship,2.666786,frilled-necked lizard,2.5999525,Dobermann,2.368646,coucal,0.4531036019325256,0.29884016513824463
layer4,1739,0.4100337704184936,3.1084971,tradition,2.3546824,graduation,1.8730469,parade,1.5388018,pinwheel,0.274143785238266,0.3908616006374359
layer4,1740,0.2977867576946416,3.6814425,crest,2.6017613,rotary dial telephone,2.0275376,tiger,1.2991704,terrapin,0.3159960210323334,0.31484124064445496
layer4,1741,0.4541329810785036,6.9290395,hunting,6.72663,desertand,6.0305395,savanna,3.3344114,bustard,0.5461123585700989,0.501796305179596
layer4,1742,0.2848675677141635,6.191021,waffled,2.6718569,Bullmastiff,2.533004,Cocker Spaniel,1.8755689,gyromitra,0.5030256509780884,0.3222498297691345
layer4,1743,0.3708072074086682,3.908361,nectar,2.5318217,woodwind,2.3463511,lobster,1.9704424,crossword,0.4586842954158783,0.3906404972076416
layer4,1744,0.3143870579343858,2.645134,monarch butterfly,2.6371064,sennenhunde,1.7359772,Yorkshire Terrier,1.3600765,lifeboat,0.3806516528129577,0.2867056429386139
layer4,1745,0.3699000582239456,3.0408864,hourglass,2.6776726,bowl,1.5288758,red wolf or maned wolf,1.1559592,sandpiper,0.4033983051776886,0.27711984515190125
layer4,1746,0.4861370574261538,1.9817243,ape,1.9432231,indri,1.8022567,proboscis monkey,1.4508655,primate,0.4095416665077209,0.46435078978538513
layer4,1747,0.3781612667844274,3.790545,volcano,3.5777564,mountain,3.3456361,mountain(scene),1.7952758,spaniel,0.402301549911499,0.4036979079246521
layer4,1748,0.3761226403425563,4.4882402,casing,3.3581762,bridge,3.1526453,truck,1.998658,stereo,0.4121144413948059,0.38024646043777466
layer4,1749,0.2412972544427993,3.0364726,traffic light,2.6527257,plunger,1.8945595,hyena,1.4457294,Briard,0.450535237789154,0.23954111337661743
layer4,1750,0.3943617646732932,5.7715964,gadget,5.3372335,grill,2.4191582,clavier,2.040227,typewriter,0.4627884030342102,0.38292768597602844
layer4,1751,0.2366548831168913,2.5960808,howitzer,2.1936636,grand piano,2.0360215,triceratops,1.5579232,porcupine,0.4679127633571625,0.2526707649230957
layer4,1752,0.3810421356953266,5.095721,wicker,4.8705006,knitting,2.7054434,mitten,2.4049494,red panda,0.4894508719444275,0.36519062519073486
layer4,1753,0.2084156045120095,2.3428013,mop,1.9966083,flagpole,1.6581769,maypole,1.2675859,amphibian,0.5207242369651794,0.21912676095962524
layer4,1754,0.4103307596260405,5.303447,locker,2.6877582,Basset Hound,1.8654658,retriever,1.6329784,Cocker Spaniel,0.3152862787246704,0.4242042005062103
layer4,1755,0.4016374889925415,4.4802175,chainsaw,3.6091952,tractor,2.80583,violin,2.088508,Beagle,0.4585578739643097,0.38204360008239746
layer4,1756,0.3302302328810019,6.3533454,frozen dessert,2.7679417,mashed potatoes,2.276686,gas pump,1.9145056,trifle,0.4488931596279144,0.33061784505844116
layer4,1757,0.426784803738455,4.6292505,cucumber,4.538123,military,4.0916963,tank,1.8379694,green mamba,0.4226778745651245,0.4154534339904785
layer4,1758,0.3853301819258619,3.3386467,mixer,2.5361319,vacuum,2.3553677,lid,1.9499665,kettle,0.2666655778884887,0.3491641879081726
layer4,1759,0.4142280219664808,6.179129,sweets,4.6945205,foodstuff,4.652789,lotion,3.9929402,bottling,0.393054336309433,0.38673901557922363
layer4,1760,0.3166807241822915,8.755916,berry,3.0120769,ant,2.044564,Shih Tzu,1.4654974,brussels griffon,0.4628061354160309,0.35184067487716675
layer4,1761,0.350743765709964,4.2945523,hackwork,3.2514796,chain,2.4942203,maypole,2.1173575,swing,0.4131042957305908,0.2814382016658783
layer4,1762,0.4179975988196103,5.061131,clasp,3.9779265,fountain pen,2.7968373,snakebite,1.5533192,boa,0.3959072828292846,0.4143707752227783
layer4,1763,0.4037326580828695,3.2236726,coffee,2.228482,fiddle,2.206441,chestnut,1.6368399,cello,0.3897900581359863,0.314717173576355
layer4,1764,0.3451433375218432,6.200735,swirly,4.555124,labyrinth,3.7537832,appliance,1.8564532,stereo,0.3717049062252044,0.3920668959617615
layer4,1765,0.3099012509443086,6.0143976,castle,2.8968687,holster,2.5968273,wheeled vehicle,2.5111198,dam,0.4073310196399688,0.36527496576309204
layer4,1766,0.2829889592294744,2.7552319,ambulance,2.2625275,recreational vehicle,1.6049744,Basenji,1.4614942,hyena,0.4119958281517029,0.2710781693458557
layer4,1767,0.2921980560831457,4.0309286,flock,2.8153331,statue,2.7798758,tradition,2.6638036,passing,0.4188770055770874,0.31842657923698425
layer4,1768,0.4132948815557195,2.7419379,gong,2.4746008,acorn,2.2888021,sombrero,2.1230953,quail,0.3446683287620544,0.3746665120124817
layer4,1769,0.3493163267831767,9.2217865,armpit,1.5005451,hatchling,1.2269503,insect,0.9921098,lizard,0.4193966388702392,0.3068161606788635
layer4,1770,0.3306633165666578,3.9838967,angiosperm,2.2548082,mushroom,2.2033753,hen of the woods mushroom,0.60116214,fungus,0.464154452085495,0.3793434500694275
layer4,1771,0.4540129885684965,4.7474465,pot,3.7547967,bucket,2.9268649,bowl,2.4771013,steel drum,0.4498800933361053,0.4602062702178955
layer4,1772,0.3511632731529857,4.9661293,dust jacket,4.7997823,stencil,4.1689544,kitsch,2.633972,jellyfish,0.3997229933738708,0.33668258786201477
layer4,1773,0.3421514212727499,5.040985,wicker,4.8507633,shopping cart,4.334062,hay,2.662739,dishwasher,0.445302277803421,0.3801872432231903
layer4,1774,0.4548709895616754,1.4601054,worm snake,1.2356304,elapid,1.1939777,colubrid snake,0.89922655,snake,0.4228546917438507,0.4931623637676239
layer4,1775,0.3955147983251971,3.4789758,Pomeranian,2.5481453,Shetland Sheepdog,2.534472,skunk,2.3425293,Angora rabbit,0.3395591378211975,0.4154331088066101
layer4,1776,0.3714514238103543,12.7563305,layout,4.24331,darkness,3.5161793,incandescence,2.9191492,jellyfish,0.5354962944984436,0.3517507314682007
layer4,1777,0.4789500813701406,5.0447655,filing cabinet,4.3445807,pond,2.456861,aquatic bird,1.6056693,waterfowl,0.47663414478302,0.4663293957710266
layer4,1778,0.2980968528413334,3.891492,canyon,2.9055514,motor vehicle,2.4569376,cougar,2.2579634,cliff,0.4413682818412781,0.3552088141441345
layer4,1779,0.3177098106647983,3.8654897,feather boa,1.6485432,centipede,1.615258,axolotl,1.5030503,thistle,0.3559422194957733,0.36448609828948975
layer4,1780,0.2909100255468322,4.0566654,sweater,3.051004,kneejerk,2.665216,potter's wheel,2.3005192,causal,0.3991893529891968,0.288344144821167
layer4,1781,0.456930990407806,3.6022704,cucumber,3.043667,grey whale,2.2096715,snakebite,2.034716,snake,0.4499949812889099,0.46767905354499817
layer4,1782,0.4791951309868184,3.7055624,bird of prey,3.4766483,hummingbird,3.1795669,african grey parrot,1.9285144,shorebird,0.3393250703811645,0.43867745995521545
layer4,1783,0.4674538997077299,4.5867014,hamster,3.576663,Siamese cat,3.0015733,ferret,1.9431474,aquatic mammal,0.4100349247455597,0.4850917160511017
layer4,1784,0.3405103473472345,4.489813,stir-fry,4.1072674,Dutch oven,4.0006213,Beagle,3.0824645,military hat (bearskin or shako),0.5744202136993408,0.36339133977890015
layer4,1785,0.4129967517612933,3.0636246,Dalmatian,2.4222984,leopard,1.9415371,slug,1.0460155,shorebird,0.2900170981884002,0.37334591150283813
layer4,1786,0.4510765259164265,6.2612896,gadget,5.4784336,kit,5.009356,rack,4.14749,shoes,0.481947660446167,0.46481385827064514
layer4,1787,0.2426187130276309,1.5007792,fiery,1.1031951,Ibizan Hound,0.95876724,Brittany dog,0.8956725,King Charles Spaniel,0.2510118186473846,0.25351858139038086
layer4,1788,0.3957917988400897,4.622354,extreme,2.4754887,crab,2.3990731,passing,2.348786,shoes,0.3778418600559234,0.3935377299785614
layer4,1789,0.4496622338148056,7.0640936,hall,5.062383,station,3.566704,public transport,3.3655334,walkway,0.3846761584281921,0.44607114791870117
layer4,1790,0.2524246141241367,1.840186,block plane,1.8067027,overflight,1.7604829,swimming,1.5380367,mousetrap,0.4420748651027679,0.2062729448080063
layer4,1791,0.387520013473201,3.6546493,mosquito net,2.6710122,sleeping bag,1.9343432,sleeping,1.7074947,bassinet,0.4329317510128021,0.37562546133995056
layer4,1792,0.3088891628593265,2.4587297,American alligator,1.7193756,chain mail,1.7111838,african grey parrot,1.2828699,Kerry Blue Terrier,0.3563763201236725,0.2371932566165924
layer4,1793,0.3477340155861471,2.7398667,paper towel,2.6886961,wooden spoon,2.6062393,spindle,2.2931318,dough,0.3690484464168548,0.2774328887462616
layer4,1794,0.4007763202033799,6.7941837,granddaughter,6.307801,sweater,4.6879683,student,2.4002495,accompanist,0.4431004822254181,0.40225592255592346
layer4,1795,0.5417874595556431,7.6347313,rug,3.8758867,handkerchief,2.1100564,puppy,1.3257469,canine,0.4403819143772125,0.5382644534111023
layer4,1796,0.3903490303619132,4.7756796,chain,3.5612135,swing,2.586593,bolo tie,2.3609018,padlock,0.4416797459125519,0.39295104146003723
layer4,1797,0.5337628718721834,5.7785754,nectar,3.6530704,finch,3.2067325,insect,2.4082336,macro,0.6765398383140564,0.5478810667991638
layer4,1798,0.2637167186367799,3.4277263,reflex camera,1.7252202,accordion,1.2117515,reptile,1.0949086,boa,0.4355825185775757,0.23893284797668457
layer4,1799,0.2208499870319916,4.11152,headlight,3.3461344,motorcar,2.879843,crane bird,1.597582,gondola,0.455332487821579,0.20657479763031006
layer4,1800,0.2818283495043705,3.6050007,goldfish,3.027819,oystercatcher,2.6245146,bulbul,1.9180461,fowl,0.5815431475639343,0.2722388505935669
layer4,1801,0.3676139309415308,5.1749325,bun,3.8738475,soup,2.2562852,butternut squash,1.5709858,consomme,0.4220967590808868,0.32538890838623047
layer4,1802,0.5182517679257859,4.030447,retriever,2.9196568,Basset Hound,2.5355806,St. Bernard,0.90392697,Labrador Retriever,0.3584885001182556,0.5319913029670715
layer4,1803,0.4212604790551282,5.953847,mountain,4.344823,sleeping bag,4.0451417,feather boa,2.7796724,macaw,0.4309841692447662,0.3816751539707184
layer4,1804,0.4419697960787359,4.0840025,keyboard instrument,1.9476418,mousetrap,1.8681885,piano,0.71111417,grand piano,0.3858749866485595,0.4071551263332367
layer4,1805,0.2047177202337834,2.3095255,handicap,2.0694358,hiking,1.9430203,formal,1.7447572,father,0.4069441556930542,0.20906032621860504
layer4,1806,0.2966719492804325,3.5041838,crane bird,3.4791112,racer,3.0994048,shoes,2.654038,motor vehicle,0.3768289983272552,0.3190036714076996
layer4,1807,0.5028110905246485,4.9592915,vibrissae,3.2835035,soup,2.2802527,water snake,2.1777825,bird,0.4361462593078613,0.4726611077785492
layer4,1808,0.4559999661994908,6.472218,mixing bowl,3.1114075,Basset Hound,1.9329772,Treeing Walker Coonhound,1.6925896,rock beauty fish,0.3710348010063171,0.4458887577056885
layer4,1809,0.3208319339634893,3.8246424,playroom,2.609598,patio,1.8552115,yard,1.55035,Komondor,0.2815432548522949,0.3317694664001465
layer4,1810,0.4239278469382107,2.459484,Basset Hound,1.833362,Bluetick Coonhound,1.6098412,photocopier,1.5484104,mortar and pestle,0.2635282278060913,0.40373894572257996
layer4,1811,0.3171894322612893,5.4453673,staircase,2.9899838,lighthouse,2.7119505,dam,1.5138446,bobsleigh,0.3860499262809753,0.37403950095176697
layer4,1812,0.3750039546207427,5.085159,cucumber,2.981254,bell pepper,2.7784598,squash,2.4542246,popsicle,0.3995437324047088,0.407016783952713
layer4,1813,0.3035586362404746,3.207391,controller,2.824577,remote control,2.4741845,abacus,2.404619,cue,0.3711759746074676,0.31833988428115845
layer4,1814,0.3022215792358869,6.282868,wrapping,3.2883935,binder,2.2484605,spitz,1.8294368,pinwheel,0.494031012058258,0.27766916155815125
layer4,1815,0.3349225579210927,4.966707,wall socket,4.5536976,washbasin,4.0031605,safe,1.3774396,invertebrate,0.429283082485199,0.32176128029823303
layer4,1816,0.325567854939907,2.4074712,Irish Water Spaniel,1.9332513,Gordon Setter,1.5398532,Cocker Spaniel,0.93647015,Curly-coated Retriever,0.4561274945735931,0.3869546949863434
layer4,1817,0.363022976571319,3.2884228,radio telescope,3.09255,shopping cart,2.1959777,african grey parrot,1.7403438,lacewing,0.3813953697681427,0.3422236740589142
layer4,1818,0.3811431260903655,0.8154339,standing,0.73702455,childhood,0.636111,shoot,0.5237512,unicycle,0.1989209502935409,0.3424012064933777
layer4,1819,0.3093416002959195,2.6748652,Basset Hound,2.3973668,Tibetan Mastiff,1.8561572,Cocker Spaniel,1.5069311,Lhasa Apso,0.4274543225765228,0.3314172029495239
layer4,1820,0.2712411358134398,2.3146663,Christmas stocking,2.1224008,pouch,2.037263,plectrum,1.2934549,swimsuit,0.3310902118682861,0.2733711302280426
layer4,1821,0.2886791917529357,3.3518507,soccer ball,3.000843,carved pumpkin,1.9689207,artichoke,1.4663142,ball,0.4006350636482239,0.2887668013572693
layer4,1822,0.3089373596661908,2.2982023,odonate,2.1531034,feline,1.6701515,fly,1.1615571,Siamese cat,0.3737678229808807,0.2668158710002899
layer4,1823,0.376350848051181,4.606344,Irish Terrier,2.5287826,red panda,2.2615323,Rhodesian Ridgeback,1.9724447,Vizsla,0.4890085756778717,0.37173232436180115
layer4,1824,0.4243926571536902,4.032559,tennis,3.6990583,angiosperm,2.3783042,finch,1.9193628,macrofauna,0.4798435866832733,0.37150129675865173
layer4,1825,0.3709308650512666,3.7061915,"car interior, backseat",2.580698,driving,2.3532097,van,1.6749672,ambulance,0.3668297529220581,0.3303091824054718
layer4,1826,0.5011878217612301,4.782108,parrot,2.503428,phasianid,2.3960571,fowl,1.2583538,macaw,0.3705689013004303,0.5279372930526733
layer4,1827,0.3303752275088383,3.133369,measuring cup,2.0990977,filing cabinet,2.0258758,file cabinet,1.2427126,sulphur butterfly,0.396115779876709,0.3137853443622589
layer4,1828,0.4321584532932542,4.0260825,gland,3.3049698,fig,2.7157917,hippopotamus,2.6684027,acorn squash,0.3932539522647857,0.36854037642478943
layer4,1829,0.4209530637238854,2.217441,Basset Hound,1.9879426,spaniel,1.898312,traffic light,1.6667311,rock beauty fish,0.2843562066555023,0.45665237307548523
layer4,1830,0.2684952958379742,7.189302,crowd,6.9425864,bunch,3.5265265,shoe shop,1.1931618,wading bird,0.5099464058876038,0.3134789764881134
layer4,1831,0.4056790309715651,3.5069683,cage,3.1351182,Standard Poodle,3.129151,Komondor,2.7004206,dishwasher,0.4126303493976593,0.40728890895843506
layer4,1832,0.3603282882650491,8.29405,mustard,5.256165,banana,4.6264877,tennis,1.66138,rapeseed,0.4737811982631683,0.3316514492034912
layer4,1833,0.2171605399838403,2.1038313,kit,1.3428792,car mirror,1.2169734,cooking,0.9886367,waterfowl,0.3258489072322845,0.24413606524467468
layer4,1834,0.2661561641527724,2.8577833,golf ball,1.9673654,steel drum,1.9064695,radio telescope,1.5477126,armour,0.3660955429077148,0.31746670603752136
layer4,1835,0.2150417482482546,3.5011375,stew,3.1775293,tile roof,2.646859,swimming,1.4102652,hen of the woods mushroom,0.4752699136734009,0.23591968417167664
layer4,1836,0.2252481890813289,3.4450815,espresso machine,1.9331747,Yorkshire Terrier,1.6233383,Rhodesian Ridgeback,1.334598,aquatic mammal,0.5251169800758362,0.33633363246917725
layer4,1837,0.372316573686472,2.751275,Rottweiler,2.272586,Black and Tan Coonhound,2.2540894,cicada,2.1948829,sennenhunde,0.3549676835536957,0.38726606965065
layer4,1838,0.3483419776645234,2.912452,furnishing,2.502677,wolf,1.8167428,barometer,1.6816508,fox,0.3949002623558044,0.36494800448417664
layer4,1839,0.5153095250238624,8.987743,motor vehicle,8.705741,driving,4.9164405,bike,3.8148184,limo,0.5704768896102905,0.5167921185493469
layer4,1840,0.3396329564220037,2.6118252,Beagle,2.180028,Dalmatian,1.8279903,slug,1.7415227,aquatic mammal,0.3748566210269928,0.3358001708984375
layer4,1841,0.276850224236832,3.3320541,Chihuahua,2.9969087,ant,2.3820045,ring-tailed lemur,1.5919759,antelope,0.4297311305999756,0.3119983673095703
layer4,1842,0.2715329519339884,2.989477,mop,2.897751,analog clock,2.5579746,stick,1.5841469,antennae,0.4432974755764007,0.2782255709171295
layer4,1843,0.390138397310073,2.7844725,wolf,1.9588602,iguanid,1.5110179,Cairn Terrier,1.2412817,lizard,0.4384804666042328,0.3978723883628845
layer4,1844,0.2721189920363969,5.3199453,can,3.9079754,bottle,2.7127147,kimono,2.5424674,punching bag,0.3952958881855011,0.3573107123374939
layer4,1845,0.3591640778161257,4.837038,bottle cap,3.7772377,beer,3.545915,hackwork,2.6160567,Christmas stocking,0.3916026055812835,0.3710103929042816
layer4,1846,0.402017875239948,5.9217143,attire,5.8389177,sweater,4.584123,garment,3.116149,abaya,0.5790767073631287,0.41530656814575195
layer4,1847,0.5617639307554474,4.9512854,songbird,4.051331,bird of prey,3.960489,hummingbird,2.7353551,bird,0.6169307827949524,0.5421455502510071
layer4,1848,0.4112145591219979,5.6901855,baby,3.7762094,porcelain,2.4763024,Samoyed,2.418851,diaper,0.3801560997962951,0.42431730031967163
layer4,1849,0.3912027941675028,6.2353263,lotion,3.8715622,bike,3.3490732,meerkat,2.2799933,horse-drawn vehicle,0.4306942820549011,0.3373788893222809
layer4,1850,0.3002426533324647,1.8433677,hotdog,1.0740647,chiton,1.0722249,lacewing,0.8615536,trilobite,0.2816205024719238,0.2672971785068512
layer4,1851,0.2822438109186487,5.4078403,dumbbell,3.8181424,barber chair,1.860991,gyromitra,1.730621,typewriter,0.4247706532478332,0.3191308379173279
layer4,1852,0.4344716147056389,5.9154453,shoji screen / room divider,2.1123743,homopterous insect,1.9481868,oystercatcher,1.8441283,lobster,0.5026708841323853,0.3520345389842987
layer4,1853,0.3119472568366499,3.7483447,sliding door,2.5781002,guillotine,2.138158,obelisk,1.9987457,geyser,0.4322917461395263,0.30581748485565186
layer4,1854,0.4587263854856673,6.0807314,parlor,4.7906623,antique,3.6349213,piano,1.9407176,free-reed instrument,0.4587168991565704,0.450230211019516
layer4,1855,0.363438404721409,2.8088992,soup,2.6855462,tarantula,2.5373182,stew,1.9224396,red fox,0.3678591251373291,0.35363635420799255
layer4,1856,0.3623188341460224,1.5917844,Bluetick Coonhound,1.3666949,Yorkshire Terrier,1.2538836,Irish Wolfhound,1.0477487,wirehair,0.2857677638530731,0.3470339775085449
layer4,1857,0.2207735474710546,1.7413455,projector,1.2611357,toaster,1.2210069,radiator,1.1712989,gazelle,0.3108250498771667,0.2301301807165146
